"Title","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at" 
"3 Kementerian Kolaborasi Optimalkan Pengelolaan Stadion",2953,"2","2025-12-07T05:30:42.735117Z",5290,5.17,"Positive","2025-12-07T05:30:42.735117Z"
"BNN Ungkap Licinnya Buron Sabu Rp 5 T Dewi Astutik: Suka Pindah Negara",2954,"2","2025-12-07T05:30:55.950175Z",5291,12.917,"Neutral","2025-12-07T05:30:55.950175Z"
"Video: Fenomena Hujan Es Terjadi di Bekasi dan Bogor",2955,"2","2025-12-07T05:31:02.570909Z",5292,6.322,"Neutral","2025-12-07T05:31:02.570909Z"
"Muzani Sebut Gelondongan Kayu di Banjir Sumatera Hasil Tebangan Lama",2956,"2","2025-12-07T05:31:16.680328Z",5293,13.818,"Neutral","2025-12-07T05:31:16.680328Z"
"Video Anggota Brimob Evakuasi Jasad di Sibolga, Ternyata Ibu dari Rekannya",2957,"2","2025-12-07T05:31:32.025184Z",5294,15.035,"Negative","2025-12-07T05:31:32.025184Z"
"BNN Dalami Pria Bareng Gembong Narkoba Dewi Astutik Saat Ditangkap di Kamboja",2958,"2","2025-12-07T05:31:39.037227Z",5295,6.687,"Neutral","2025-12-07T05:31:39.037227Z"
"Video Update Korban Banjir-Longsor Aceh: 218 Tewas, 277 Hilang",2959,"2","2025-12-07T05:31:42.696692Z",5296,3.343,"Negative","2025-12-07T05:31:42.696692Z"
"Duka Agam Usai Banjir Bandang: Ratusan Warga Meninggal, Ribuan Mengungsi",2960,"2","2025-12-07T05:31:47.338147Z",5297,4.328,"Negative","2025-12-07T05:31:47.338147Z"
"KP2MI Teken MoU dengan 3 Gubernur Perkuat Penempatan & Perlindungan PMI",2961,"2","2025-12-07T05:31:53.787799Z",5298,6.112,"Neutral","2025-12-07T05:31:53.787799Z"
"Video RK Rampung Diperiksa KPK soal Bank BJB: Bahagia Bisa Klarifikasi",2962,"2","2025-12-07T05:31:59.982719Z",5299,5.874,"Neutral","2025-12-07T05:31:59.982719Z"
"Dewi Astutik Dibekuk BNN di Kamboja, Kemlu dan Bea-Cukai Dukung Pemulangan",2963,"2","2025-12-07T05:32:05.991419Z",5300,5.467,"Neutral","2025-12-07T05:32:05.991419Z"
"Pemkab Banyuwangi Raih Penghargaan Tata Kelola Pemerintahan Terbaik",2964,"2","2025-12-07T05:32:11.706307Z",5301,4.154,"Positive","2025-12-07T05:32:11.706307Z"
"Wamendagri Tinjau Posko Bencana di Solok, Tekankan Komunikasi Efektif",2965,"2","2025-12-07T05:32:17.833929Z",5302,5.827,"Neutral","2025-12-07T05:32:17.833929Z"
"Tokoh Adat ke Polda Banten, Minta Pelaku Begal terhadap Warga Baduy Ditangkap",2966,"2","2025-12-07T05:32:24.654864Z",5303,6.529,"Negative","2025-12-07T05:32:24.654864Z"
"Permohonan Grasi Netanyahu Jadi Ujian Politik di Israel",2967,"2","2025-12-07T05:32:30.691542Z",5304,5.742,"Neutral","2025-12-07T05:32:30.691542Z"
"Gagap Menghadapi Bullying",2968,"2","2025-12-07T05:32:36.177767Z",5305,5.187,"Negative","2025-12-07T05:32:36.177767Z"
"Wamenkop Sebut Gudang Kopdes Bisa Tampung Potensi Produk Unggulan Desa",2969,"2","2025-12-07T05:32:51.376454Z",5306,14.861,"Positive","2025-12-07T05:32:51.377456Z"
"Lisa Koar-koar soal Duit, RK Bilang Pemerasan",2970,"2","2025-12-07T05:32:57.209827Z",5307,5.472,"Neutral","2025-12-07T05:32:57.209827Z"
"Habiburokhman Tegaskan Polri di Bawah Presiden: Saya Orangnya Prabowo",2971,"2","2025-12-07T05:33:05.238352Z",5308,7.73,"Neutral","2025-12-07T05:33:05.238352Z"
"Polisi Akan Tindak Parkir Liar saat Reuni 212, Jukir Nakal Ditertibkan",2972,"2","2025-12-07T05:33:11.209128Z",5309,5.669,"Positive","2025-12-07T05:33:11.209128Z"
"Penyebab 9 Kendaraan Tabrakan Beruntun di Tol Cipularang: Mobil Bak Rem Blong",2973,"2","2025-12-07T05:33:15.438571Z",5310,3.906,"Negative","2025-12-07T05:33:15.438571Z"
"Polres Kampar Kirim Personel Cari Ipda Angga yang Hilang di Sumbar",2974,"2","2025-12-07T05:33:22.455471Z",5311,6.699,"Negative","2025-12-07T05:33:22.455471Z"
"Video: Mensos Janjikan Santunan untuk Korban Banjir Sumatera",2975,"2","2025-12-07T05:33:27.991868Z",5312,4.895,"Positive","2025-12-07T05:33:27.991868Z"
"Paus Leo Pimpin Misa Akbar di Lebanon, Dihadiri 150 Ribu Orang",2976,"2","2025-12-07T05:33:35.542573Z",5313,5.889,"Neutral","2025-12-07T05:33:35.542573Z"
"Video: Kronologi Penangkapan Buron Sabu Rp 5 T Dewi Astutik",2977,"2","2025-12-07T05:33:42.800955Z",5314,6.952,"Negative","2025-12-07T05:33:42.800955Z"
"MenPAN-RB Terima Penghargaan Life Time Achievement di KORPRI Award 2025",2978,"2","2025-12-07T05:33:47.678317Z",5315,4.529,"Positive","2025-12-07T05:33:47.678317Z"
"Pemprov Lampung Raih 2 Penghargaan Bergengsi di Tingkat Nasional",2979,"2","2025-12-07T05:33:52.391988Z",5316,4.389,"Positive","2025-12-07T05:33:52.391988Z"
"BNPB Ungkap 1,1 Juta Orang Mengungsi Akibat Bencana di Sumatera",2980,"2","2025-12-07T05:33:59.416052Z",5317,6.698,"Negative","2025-12-07T05:33:59.416052Z"
"Video: Ada Aksi Bela Palestina di Kedubes AS Jelang Reuni Akbar 212",2981,"2","2025-12-07T05:34:07.001960Z",5318,7.034,"Neutral","2025-12-07T05:34:07.001960Z"
"Hujan Es Terjadi di Gunung Putri Bogor",2982,"2","2025-12-07T05:34:15.350206Z",5319,7.049,"Neutral","2025-12-07T05:34:15.350206Z"
"Walkot Cilegon Copot Sekda, Ada Apa?",2983,"2","2025-12-07T05:34:20.192467Z",5320,4.523,"Neutral","2025-12-07T05:34:20.192467Z"
"Kecelakaan Beruntun di Tol Cipularang, 1 Orang Tewas-5 Luka",2984,"2","2025-12-07T05:34:23.535533Z",5321,3.027,"Negative","2025-12-07T05:34:23.535533Z"
"RK soal Mercy-Royal Enfield Disita KPK: Semua Pakai Dana Pribadi",2985,"2","2025-12-07T05:34:28.518588Z",5322,4.652,"Neutral","2025-12-07T05:34:28.518588Z"
"Komisi III DPR-Pemerintah Sepakat RUU Penyesuaian Pidana Dibawa ke Paripurna",2986,"2","2025-12-07T05:34:34.564113Z",5323,5.72,"Neutral","2025-12-07T05:34:34.564113Z"
"Video: 9 Kendaraan Tabrakan Beruntun di Tol Cipularang Arah Jakarta",2987,"2","2025-12-07T05:34:37.975926Z",5324,3.077,"Negative","2025-12-07T05:34:37.975926Z"
"Data BNPB Korban Bencana Sumatera Sore Ini: 712 Orang Meninggal, 507 Hilang",2988,"2","2025-12-07T05:34:42.803071Z",5325,4.509,"Negative","2025-12-07T05:34:42.803071Z"
"Gubernur Lampung Dorong Pramuka Fokus Bentuk Karakter Generasi Muda",2989,"2","2025-12-07T05:34:47.975222Z",5326,4.637,"Positive","2025-12-07T05:34:47.976245Z"
"Lestarikan Seni Bela Diri, Kemenbud Luncurkan 'Senam Kebudayaan Indonesia'",2990,"2","2025-12-07T05:34:55.203720Z",5327,6.703,"Positive","2025-12-07T05:34:55.203720Z"
"RK Ngaku Tak Tahu dan Tidak Terlibat Kasus Korupsi yang Diusut KPK",2991,"2","2025-12-07T05:35:03.656580Z",5328,8.116,"Neutral","2025-12-07T05:35:03.656580Z"
"Gembong Narkoba Dewi Astutik Ditangkap di Kamboja: Bukti Sinergi BNN, KBRI dan Athan",2992,"2","2025-12-07T05:35:13.297694Z",5329,9.304,"Positive","2025-12-07T05:35:13.297694Z"
"Prabowo Panggil Muzani dan Kepala Badan Logistik Kemhan, Ada Apa?",2993,"2","2025-12-07T05:35:19.320119Z",5330,5.709,"Neutral","2025-12-07T05:35:19.320119Z"
"Potret Paus Leo XIV Kunjungi Lebanon, Bawa Misi Perdamaian di Tengah Perang",2994,"2","2025-12-07T05:35:25.337305Z",5331,5.713,"Neutral","2025-12-07T05:35:25.337305Z"
"BMKG: Siklon Tropis Tak Lazim di RI Sehingga Kita Belum Begitu Siap",2995,"2","2025-12-07T05:35:35.376751Z",5332,9.737,"Negative","2025-12-07T05:35:35.377747Z"
"Le Minerale Salurkan Bantuan Air Mineral untuk Korban Banjir di Sumatera",2996,"2","2025-12-07T05:35:39.243963Z",5333,3.556,"Positive","2025-12-07T05:35:39.244966Z"
"Massa Mulai Datangi Lokasi Reuni 212, Ada yang Bawa Bendera Palestina",2997,"2","2025-12-07T05:35:46.318916Z",5334,6.762,"Positive","2025-12-07T05:35:46.318916Z"
"Reno, Anjing K-9 Polda Riau Gugur dalam Tugas Kemanusiaan di Agam",2998,"2","2025-12-07T05:35:50.528327Z",5335,3.91,"Negative","2025-12-07T05:35:50.528327Z"
"5 Berita Terpopuler Internasional Hari Ini",2999,"2","2025-12-07T05:35:54.068418Z",5336,3.228,"Neutral","2025-12-07T05:35:54.068418Z"
"RK Usai Diperiksa KPK: Ini Momen yang Ditunggu-tunggu",3000,"2","2025-12-07T05:35:58.983248Z",5337,4.573,"Neutral","2025-12-07T05:35:58.983248Z"
"Buron Sabu 2 Ton Dewi Astutik Ditangkap, 8 Juta Jiwa Terselamatkan dari Narkoba",3001,"2","2025-12-07T05:36:09.670475Z",5338,10.35,"Positive","2025-12-07T05:36:09.670475Z"
"Kronologi Penangkapan Dewi Astutik di Kamboja, Terdeteksi Sejak 17 November",3002,"2","2025-12-07T05:36:16.153555Z",5339,6.151,"Neutral","2025-12-07T05:36:16.153555Z"
"Japfa Food Gandeng Janice Tjen Perkuat Edukasi Pentingnya Protein Hewani",3003,"2","2025-12-07T05:36:21.811202Z",5340,5.337,"Positive","2025-12-07T05:36:21.811202Z"
"Peran Dewi Astutik yang Ditangkap BNN: Rekrutor Jaringan Narkoba Asia-Afrika",3004,"2","2025-12-07T05:36:32.256891Z",5341,10.135,"Negative","2025-12-07T05:36:32.256891Z"
"Video: Truk Trailer Tabrak Pikap di Tol Jagorawi, 1 Orang Luka Berat",3005,"2","2025-12-07T05:41:54.843869Z",5342,322.203,"Negative","2025-12-07T05:41:54.843869Z"
"Pigai Temui Kepala Bappenas Bahas Persiapan Musrenbang HAM",3006,"2","2025-12-07T05:42:00.198901Z",5343,4.772,"Neutral","2025-12-07T05:42:00.198901Z"
"Salurkan Amal ke YKAI, Lions Club Jaksel Tulip Bantu Anak Pejuang Kanker",3007,"2","2025-12-07T05:42:10.753817Z",5344,9.157,"Positive","2025-12-07T05:42:10.753817Z"
"Kepala BNN: Dewi Astutik Aktor Utama Penyelundupan Sabu 2 Ton",3008,"2","2025-12-07T05:42:15.550364Z",5345,4.483,"Negative","2025-12-07T05:42:15.550364Z"
"Dorong Kemandirian Fiskal, Fraksi Golkar MPR Usulkan UU Obligasi Daerah",3009,"2","2025-12-07T05:42:20.578776Z",5346,4.598,"Neutral","2025-12-07T05:42:20.578776Z"
"Waka MPR Tekankan Pentingnya Semangat Gotong Royong dalam Hadapi Bencana",3010,"2","2025-12-07T05:42:33.263102Z",5347,12.197,"Neutral","2025-12-07T05:42:33.263102Z"
"Polri Gelar Layanan Kesehatan Gratis untuk Warga Terdampak Banjir di Aceh",3011,"2","2025-12-07T05:42:36.738904Z",5348,3.149,"Positive","2025-12-07T05:42:36.738904Z"
"Video Praperadilan Paulus Tannos Tak Diterima, Status Tersangka Sah!",3012,"2","2025-12-07T05:42:41.196918Z",5349,4.147,"Neutral","2025-12-07T05:42:41.196918Z"
"Tentara Israel Tembak Mati 2 Pria Palestina di Tepi Barat",3013,"2","2025-12-07T05:42:45.678936Z",5350,4.149,"Negative","2025-12-07T05:42:45.678936Z"
"100 Ha Lahan Lapas Terbuka Kendal Dikelola untuk Ketahanan Pangan-Bengkel Napi",3014,"2","2025-12-07T05:43:11.029637Z",5351,25.011,"Positive","2025-12-07T05:43:11.029637Z"
"Video: Pemkab Lumajang Siapkan Hunian Tetap Baru untuk Korban Erupsi Semeru",3015,"2","2025-12-07T05:43:16.601844Z",5352,5.229,"Positive","2025-12-07T05:43:16.601844Z"
"Lahan Kosong Casablanca Jadi Arena Bergengsi Latihan Burung Dara",3016,"2","2025-12-07T05:43:22.455591Z",5353,5.524,"Neutral","2025-12-07T05:43:22.455591Z"
"Alasan Hakim Tak Terima Praperadilan Paulus Tannos di Kasus Korupsi e-KTP",3017,"2","2025-12-07T05:43:26.096519Z",5354,3.316,"Neutral","2025-12-07T05:43:26.096519Z"
"Panja Reformasi Kepolisian-Kejaksaan-Pengadilan Rapat Perdana, Undang Ahli",3018,"2","2025-12-07T05:43:34.637073Z",5355,7.963,"Neutral","2025-12-07T05:43:34.637073Z"
"Basarnas: Tak Ada Kata Daerah Terisolasi, Kita Bisa Jangkau Via Udara-Laut",3019,"2","2025-12-07T05:43:47.090580Z",5356,10.951,"Neutral","2025-12-07T05:43:47.090580Z"
"Fraksi Golkar MPR: Jangan Vonis Bencana Alam di Sumatera Hanya dari 1 Faktor",3020,"2","2025-12-07T05:43:52.857687Z",5357,5.434,"Neutral","2025-12-07T05:43:52.857687Z"
"80 Siswa di Raja Ampat Diduga Keracunan Usai Santap MBG",3021,"2","2025-12-07T05:43:56.748091Z",5358,3.549,"Negative","2025-12-07T05:43:56.748091Z"
"Anggota Brimob Evakuasi Jasad di Sibolga, Ternyata Ibu Rekan Sesama Polisi",3022,"2","2025-12-07T05:44:32.366635Z",5359,35.002,"Negative","2025-12-07T05:44:32.366635Z"
"Lindungi Pekerja Migran, KP2MI Teken MoU & PKS dengan Mitra Strategis",3023,"2","2025-12-07T05:44:40.468315Z",5360,6.702,"Neutral","2025-12-07T05:44:40.468315Z"
"Kecelakaan Beruntun Terjadi di Tol Cipularang Arah Jakarta",3024,"2","2025-12-07T05:44:43.923216Z",5361,3.119,"Negative","2025-12-07T05:44:43.923216Z"
"Video Cerita Warga Tegal Hadiri Reuni 212: Saya Merasa Terpanggil",3025,"2","2025-12-07T05:44:54.326254Z",5362,10.081,"Positive","2025-12-07T05:44:54.326254Z"
"Video: Alasan TKI Dianiaya 20 Tahun di Malaysia Belum Dipulangkan",3026,"2","2025-12-07T05:44:59.716719Z",5363,4.839,"Negative","2025-12-07T05:44:59.716719Z"
"Taliban Eksekusi Mati Napi Pembunuh di Depan Publik",3027,"2","2025-12-07T05:45:12.171089Z",5364,11.005,"Negative","2025-12-07T05:45:12.171089Z"
"BNPB: Jalur Medan-Aceh Tamiang Mulai Bisa Dilintasi Secara Terbatas",3028,"2","2025-12-07T05:45:17.113802Z",5365,4.605,"Positive","2025-12-07T05:45:17.113802Z"
"Jelang Reuni 212, Personel Gabungan Dikerahkan Amankan Kawasan Monas",3029,"2","2025-12-07T05:45:22.476413Z",5366,5.02,"Neutral","2025-12-07T05:45:22.476413Z"
"Andre Rosiade-Menteri PU Siapkan Percepatan Pemulihan Infrastruktur Sumbar",3030,"2","2025-12-07T05:45:30.124191Z",5367,7.062,"Positive","2025-12-07T05:45:30.124191Z"
"Simak! Ini Cara Cek BLT Kesra Rp 900 Ribu Lewat HP",3031,"2","2025-12-07T05:45:35.191123Z",5368,4.502,"Neutral","2025-12-07T05:45:35.191123Z"
"Dapur Polda Riau Siapkan Ribuan Porsi Makanan untuk Korban Banjir Agam",3032,"2","2025-12-07T05:45:40.102642Z",5369,4.596,"Positive","2025-12-07T05:45:40.102642Z"
"Video Penangkapan Dewi Astutik Buron Sabu Rp 5 T di Kamboja",3033,"2","2025-12-07T05:45:51.624207Z",5370,11.198,"Neutral","2025-12-07T05:45:51.624207Z"
"Ke Curug Cimanggung, Andra Soni Dicurhati Pedagang soal Akses Jalan Rusak",3034,"2","2025-12-07T05:45:57.506638Z",5371,5.32,"Negative","2025-12-07T05:45:57.506638Z"
"Optimalkan ETLE, Kakorlantas Pastikan Polantas Tetap Hadir Layani Masyarakat",3035,"2","2025-12-07T05:46:06.946806Z",5372,8.132,"Positive","2025-12-07T05:46:06.946806Z"
"Lansia dan Balita Pengungsi Banjir di Bireuen Aceh Mulai Sakit",3036,"2","2025-12-07T05:46:11.267898Z",5373,3.971,"Negative","2025-12-07T05:46:11.267898Z"
"Video Situasi Terkini di Monas Jelang Reuni 212, Warga Mulai Berdatangan",3037,"2","2025-12-07T05:46:16.720607Z",5374,5.118,"Positive","2025-12-07T05:46:16.720607Z"
"Menteri PU Targetkan Truk Kecil Bisa Masuk ke Sibolga Lewat Darat Hari Ini",3038,"2","2025-12-07T05:46:22.901989Z",5375,5.857,"Positive","2025-12-07T05:46:22.901989Z"
"Hakim Tak Terima Praperadilan Tersangka Kasus Korupsi e-KTP Paulus Tannos",3039,"2","2025-12-07T05:46:33.589298Z",5376,10.344,"Neutral","2025-12-07T05:46:33.589298Z"
"Teleponan, Trump Tolak Rentetan Permintaan Maduro",3040,"2","2025-12-07T05:46:38.723823Z",5377,4.811,"Neutral","2025-12-07T05:46:38.723823Z"
"Kejagung Periksa Dirjen Perbendaharaan Kemenkeu di Kasus Dugaan Korupsi Pajak",3041,"2","2025-12-07T05:46:43.676706Z",5378,4.638,"Negative","2025-12-07T05:46:43.676706Z"
"Waspada Cuaca Laut Periode Desember-Februari, Ini Daftarnya",3042,"2","2025-12-07T05:46:50.949308Z",5379,6.377,"Negative","2025-12-07T05:46:50.949308Z"
"Sekolah Digital Koperasi UKSW Perkuat Ekosistem Kopdes Merah Putih",3043,"2","2025-12-07T05:46:56.543595Z",5380,5.023,"Positive","2025-12-07T05:46:56.543595Z"
"Bupati Badung Tambah Plafon Kredit Sidi Kumbara Jadi Rp 100 Juta",3044,"2","2025-12-07T05:47:04.253696Z",5381,6.294,"Positive","2025-12-07T05:47:04.253696Z"
"KP2MI Gandeng Mitra Strategis Perkuat Perlindungan Pekerja Migran",3045,"2","2025-12-07T05:47:19.696508Z",5382,15.072,"Neutral","2025-12-07T05:47:19.696508Z"
"Demokrat Riau Kirim Bantuan 20.000 Paket Sembako ke Sumbar, Sumut & Aceh",3046,"2","2025-12-07T05:47:24.023127Z",5383,3.966,"Positive","2025-12-07T05:47:24.023127Z"
"Basarnas Kerahkan Anjing K9 Cari 553 Korban Bencana Sumatera yang Masih Hilang",3047,"2","2025-12-07T05:47:29.342419Z",5384,4.683,"Negative","2025-12-07T05:47:29.343421Z"
"Warga Huni TPU Menteng Pulo 2 Dipindah, Lahannya Bisa buat 1.300 Makam Baru",3048,"2","2025-12-07T05:47:45.101460Z",5385,15.222,"Neutral","2025-12-07T05:47:45.101460Z"
"Video Menteri P2MI Jelaskan WNI Tewas dalam Kebakaran Apartemen Hong Kong",3049,"2","2025-12-07T05:47:49.766578Z",5386,4.302,"Negative","2025-12-07T05:47:49.766578Z"
"BLT Kesra Diberikan untuk Siapa? Ini Sasarannya",3050,"2","2025-12-07T05:48:03.015819Z",5387,12.897,"Neutral","2025-12-07T05:48:03.015819Z"
"Pemkab Badung Genjot Layanan Kesehatan Lewat Program Nak Badung Sehat",3051,"2","2025-12-07T05:48:07.444106Z",5388,4.078,"Positive","2025-12-07T05:48:07.444106Z"
"Akses Darat Putus, Distribusi Bantuan di Tanah Datar Mengandalkan Perahu",3052,"2","2025-12-07T05:48:12.642461Z",5389,4.852,"Negative","2025-12-07T05:48:12.642461Z"
"Beras untuk Korban Banjir Tapanuli Utara Pecah Saat Dijatuhkan dari Heli",3053,"2","2025-12-07T05:48:16.844182Z",5390,3.815,"Negative","2025-12-07T05:48:16.844182Z"
"Polisi-TNI dan Warga di Meranti Gotong Royong Bersih-bersih Cegah Banjir",3054,"2","2025-12-07T05:48:22.762915Z",5391,5.575,"Positive","2025-12-07T05:48:22.762915Z"
"Hong Kong Bentuk Komite Independen Selidiki Penyebab Kebakaran Apartemen",3055,"2","2025-12-07T05:48:31.684554Z",5392,8.566,"Neutral","2025-12-07T05:48:31.684554Z"
"Menakar Kekuatan Fiskal RI dalam Penanganan Bencana Nasional",3056,"2","2025-12-07T05:48:41.987243Z",5393,9.939,"Positive","2025-12-07T05:48:41.987243Z"
"Polisi di Dumai Patungan Kumpulkan Bantuan untuk Korban Bencana Sumatera",3057,"2","2025-12-07T05:48:46.049721Z",5394,3.707,"Positive","2025-12-07T05:48:46.049721Z"
"Disparekraf Dorong Pulau Tidung Jadi Destinasi Ekowisata Jakarta",3058,"2","2025-12-07T05:48:52.551423Z",5395,6.15,"Positive","2025-12-07T05:48:52.551423Z"
"Antrean BBM di Banda Aceh Mengular hingga 1 Km Usai Banjir",3059,"2","2025-12-07T05:48:57.180585Z",5396,4.297,"Negative","2025-12-07T05:48:57.180585Z"
"Video: Kepala BNPB Minta Maaf Sebut Bencana Sumatera Cuma Mencekam di Medsos",3060,"2","2025-12-07T05:49:08.730642Z",5397,11.116,"Negative","2025-12-07T05:49:08.730642Z"
"Perkuat Ekowisata, Disparekraf Jakarta Kenalkan Bright Island Fest 2025",3061,"2","2025-12-07T05:49:15.116041Z",5398,6.051,"Positive","2025-12-07T05:49:15.116041Z"
"Menhub Tinjau Lokasi Bencana, Komisi V DPR Tunda Rapat Bahas Nataru Hari Ini",3062,"2","2025-12-07T05:49:30.184566Z",5399,14.704,"Neutral","2025-12-07T05:49:30.184566Z"
"Kemenhut: Tak Ada Izin Penebangan Kayu Sejak Juli 2025 di Tapsel",3063,"2","2025-12-07T05:49:36.180739Z",5400,5.634,"Neutral","2025-12-07T05:49:36.180739Z"
"Anak Muda Dapat 'Insight' soal Karier di Jakarta For Youth Fest 2025",3064,"2","2025-12-07T05:49:40.768928Z",5401,4.231,"Positive","2025-12-07T05:49:40.768928Z"
"Bareskrim Selidiki Asal Gelondongan Kayu Terseret Banjir Sumatera",3065,"2","2025-12-07T05:49:47.461443Z",5402,6.33,"Negative","2025-12-07T05:49:47.461443Z"
"JAFOY 2025 Jadi Wadah Pemuda Jakarta Berkarya dan Berkolaborasi",3066,"2","2025-12-07T05:49:52.685802Z",5403,4.632,"Positive","2025-12-07T05:49:52.685802Z"
"Truk Tabrak Pikap di Tol Jagorawi Arah Bogor, Sopir Luka Berat",3067,"2","2025-12-07T05:49:58.577110Z",5404,4.551,"Negative","2025-12-07T05:49:58.577110Z"
"Penjarahan di Sibolga, Mensos Jelaskan Kendala Kirim Bantuan Bencana Sumatera",3068,"2","2025-12-07T05:50:05.783470Z",5405,6.872,"Negative","2025-12-07T05:50:05.783470Z"
"2 Pria Ditahan Atas Perampokan Rumah Mantan Presiden Prancis",3069,"2","2025-12-07T05:50:11.453226Z",5406,5.331,"Neutral","2025-12-07T05:50:11.453226Z"
"Pohon Kenari Setinggi 6 Meter Tumbang di Bogor, Sempat Tutup Akses Jalan",3070,"2","2025-12-07T05:50:18.571239Z",5407,6.751,"Negative","2025-12-07T05:50:18.571239Z"
"Kuras Isi ATM Rp 430 Juta, Sopir di Depok Ternyata Tahu PIN Eks Majikan",3071,"2","2025-12-07T05:50:24.863070Z",5408,5.696,"Negative","2025-12-07T05:50:24.863070Z"
"Video Solok Pascabanjir Bandang, Kayu Gelondongan Selimuti Danau Singkarak",3072,"2","2025-12-07T05:50:33.651417Z",5409,8.199,"Negative","2025-12-07T05:50:33.651417Z"
"Kakorlantas: Pengawalan Tetap Berjalan Meski Sirene Rotator Dibekukan",3073,"2","2025-12-07T05:50:41.199113Z",5410,7.185,"Neutral","2025-12-07T05:50:41.199113Z"
"Video Bencana di Sumatera, Netizen Kangen Sutopo, Doni Monardo dan Yurianto",3074,"2","2025-12-07T05:50:48.944442Z",5411,7.377,"Neutral","2025-12-07T05:50:48.944442Z"
"Ratusan Warga Tanah Datar Mengungsi Akibat Banjir Bandang dan Longsor",3075,"2","2025-12-07T05:50:53.679314Z",5412,4.096,"Negative","2025-12-07T05:50:53.679314Z"
"Apresiasi Kinerja Pemda 2025, Kemendagri Ajak Bangun Iklim Kompetitif",3076,"2","2025-12-07T05:50:58.418899Z",5413,4.358,"Positive","2025-12-07T05:50:58.418899Z"
"Polisi Sudah Periksa Siswa Pelaku Ledakan di SMAN 72 Jakarta, Ini yang Digali",3077,"2","2025-12-07T05:51:06.282305Z",5414,7.476,"Negative","2025-12-07T05:51:06.282305Z"
"Komut Inhutani V Kembali Dipanggil KPK Terkait Suap Pengelolaan Lahan",3078,"2","2025-12-07T05:51:11.910639Z",5415,5.282,"Negative","2025-12-07T05:51:11.910639Z"
"Momen Kontrakan 'Bunker' Amunisi di Jakbar Digerebek, BB Disimpan di Amplop",3079,"2","2025-12-07T05:51:24.917290Z",5416,12.644,"Negative","2025-12-07T05:51:24.917290Z"
"KPK Panggil 4 Kepala UPT PUPR Terkait Kasus 'Jatah Preman' Gubernur Riau",3080,"2","2025-12-07T05:51:31.913778Z",5417,6.613,"Negative","2025-12-07T05:51:31.913778Z"
"Warga Keluhkan Kabel Menjuntai Sampai Trotoar di TB Simatupang Jaksel",3081,"2","2025-12-07T05:51:37.939571Z",5418,5.626,"Negative","2025-12-07T05:51:37.939571Z"
"Link Download Logo Hakordia 2025, Cek di Sini!",3082,"2","2025-12-07T05:51:42.626919Z",5419,4.329,"Neutral","2025-12-07T05:51:42.626919Z"
"Emas Jadi Mainan Investor: Dari Aset ke Ladang Spekulasi",3083,"2","2025-12-07T05:51:48.514425Z",5420,5.537,"Neutral","2025-12-07T05:51:48.514425Z"
"Verrel Bantah Pakai Rompi Antipeluru Tinjau Bencana Sumbar, Ini Katanya",3084,"2","2025-12-07T05:51:53.905858Z",5421,5.045,"Neutral","2025-12-07T05:51:53.905858Z"
"Kakorlantas Tegaskan Sirene Rotator Masih Dibekukan, Dapat Dukungan Masyarakat",3085,"2","2025-12-07T05:52:01.033127Z",5422,6.766,"Neutral","2025-12-07T05:52:01.033127Z"
"KPK Panggil 2 Pihak Perusahaan Terkait Korupsi Rel KA Wilayah Medan",3086,"2","2025-12-07T05:52:09.984797Z",5423,8.596,"Negative","2025-12-07T05:52:09.984797Z"
"Kerugian Negara dari Kasus Illegal Logging di Mentawai Capai Rp 447 Miliar",3087,"2","2025-12-07T05:52:14.265236Z",5424,3.687,"Negative","2025-12-07T05:52:14.265236Z"
"Kenapa Remaja di Jerman Rentan Ideologi Ekstrem?",3088,"2","2025-12-07T05:52:20.112367Z",5425,4.294,"Neutral","2025-12-07T05:52:20.112367Z"
"KPK Panggil Eks Sopir Bupati Terkait Kasus Proyek Jalan di Mempawah",3089,"2","2025-12-07T05:52:32.869446Z",5426,12.405,"Neutral","2025-12-07T05:52:32.869446Z"
"Remaja Tewas di Bogor Diduga Korban Penganiayaan, Pelaku Diburu Polisi",3090,"2","2025-12-07T05:52:36.572252Z",5427,3.329,"Negative","2025-12-07T05:52:36.572252Z"
"Penampakan Dewi Astutik Buron Sabu Rp 5 T Ditangkap BNN di Kamboja",3091,"2","2025-12-07T05:52:44.817806Z",5428,7.858,"Negative","2025-12-07T05:52:44.817806Z"
"Kementerian PU Percepat Perbaikan 14 Jembatan Rusak di Aceh",3092,"2","2025-12-07T05:52:48.540247Z",5429,3.295,"Positive","2025-12-07T05:52:48.540247Z"
"Satgas PKH Bakal Usut Gelondongan Kayu Hanyut-Menumpuk Saat Bencana Sumatera",3093,"2","2025-12-07T05:52:54.608483Z",5430,5.715,"Negative","2025-12-07T05:52:54.608483Z"
"Video: Kakak Bacok Adik hingga Tewas di Mamuju gegara Warisan",3094,"2","2025-12-07T05:52:58.348609Z",5431,3.378,"Negative","2025-12-07T05:52:58.348609Z"
"Kondisi Memilukan di Agam, Butuh Alat Berat untuk Cari Korban Hilang",3095,"2","2025-12-07T05:53:03.404637Z",5432,4.685,"Negative","2025-12-07T05:53:03.404637Z"
